ID;Название;Тип;Автор;Автор (ФИО);Возрастное ограничение на книгу;Дата поступления;Цена поступления;Кол-во выдач;Дата списания книги;Инвентарный номер;Выдана до;Жанр книги
8988914;Веревочные крепления и узлы;Электронный текст;Андрей Кашкаров;Кашкаров Андрей Петрович;0;27.02.2015 9:08;59.9;0;;294750960;;#домашнее хозяйство# прикладная литература
28541901;Верная гончая;Электронный текст;Анастасия Королёва;Королёва Анастасия;16;13.02.2018 13:43;129;2;;997931078;;#любовно-фантастические романы# любовное фэнтези# русское фэнтези
2968105;Верните вора!;Электронный текст;Андрей Белянин;Белянин Андрей Олегович;0;25.02.2014 10:27;59.9;1;;169552342;;#попаданцы# юмористическое фэнтези
18560070;Верность;Электронный текст;Рейнбоу Рауэлл;Рауэлл Рейнбоу;16;14.11.2016 11:11;169;2;;636624655;;#зарубежные любовные романы# современные любовные романы
7011231;Верну любовь. С гарантией;Электронный текст;Наталья Костина;Костина Наталья;16;10.07.2014 10:16;89;0;;203630190;;#современные любовные романы
119764;Вернуть посох;Электронный текст;Ник Перумов;Перумов Ник;16;18.01.2016 15:24;39.9;1;;433895989;;#героическое фэнтези# книги про волшебников
18481731;Вернуться живым;Электронный текст;Николай Прокудин;Прокудин Николай Николаевич;0;19.05.2019 23:12;0;1;;1659329944;;#историческая литература# книги о войне# новейшая история# современная русская литература
127964;Верные враги;Электронный текст;Ольга Громыко;Громыко Ольга Николаевна;16;27.12.2016 9:21;89.9;18;;666662011;;#героическое фэнтези# книги про волшебников# юмористическое фэнтези
6724540;Верный муж (сборник);Электронный текст;Мария Метлицкая;Метлицкая Мария;16;11.06.2014 15:11;99.9;4;;195389339;;#легкая проза
18403135;Вероломная обольстительница;Электронный текст;Оливия Гейтс;Гейтс Оливия;16;13.12.2016 9:02;59.9;2;;656712332;;#зарубежные любовные романы# короткие любовные романы
134832;Вероника решает умереть;Электронный текст;Пауло Коэльо;Коэльо Пауло;16;15.05.2015 16:57;119;6;;319467917;;#современная зарубежная литература
119056;Верховная Ведьма;Электронный текст;Ольга Громыко;Громыко Ольга Николаевна;16;22.12.2016 18:05;89.9;15;;663602755;;#героическое фэнтези# книги про волшебников# юмористическое фэнтези
10394386;Вершина угла;Электронный текст;Сережа Павловский;Павловский Сережа Витальевич;18;23.05.2017 18:37;33.99;1;;786524124;;#современная русская литература
141016;Вершитель реальности;Электронный текст;Вадим Зеланд;Зеланд Вадим;18;06.04.2016 12:21;195.36;7;;492846528;;#практическая эзотерика# саморазвитие / личностный рост# эзотерика / оккультизм
6503867;Верьте мне – я лгу!;Электронный текст;Райан Холидей;Холидей Райан;16;21.05.2014 15:26;119.9;1;;189208487;;#зарубежная деловая литература# зарубежная психология# интернет-маркетинг# информационная безопасность# привлечение клиентов# социальная психология
10316101;Веселые истории про Петрова и Васечкина;Электронный текст;Владимир Алеников;Алеников Владимир Михайлович;6;08.10.2015 9:12;129;3;;373907986;;#детская проза# детские приключения
8326742;Веселый зоопарк. Игрушки-амигуруми, связанные крючком;PDF-книга;Светлана Слижен;Слижен Светлана Геннадьевна;6;06.02.2016 15:23;54.99;1;;448124683;;#рукоделие и ремесла# сделай сам
9064899;Весенний детектив 2015 (сборник);Электронный текст;Анна Данилова;Данилова Анна Васильевна;16;07.03.2015 10:53;99.9;6;;298108444;;#иронические детективы# современные детективы
6880682;Весна войны;Электронный текст;Артем Каменистый;Каменистый Артем;16;08.10.2020 9:26;189;1;;2314854678;;#боевая фантастика
164768;Весна незнаемая. Книга 1: Зимний зверь;Электронный текст;Елизавета Дворецкая;Дворецкая Елизавета Алексеевна;16;19.04.2016 9:46;49.9;2;;501263442;;#историческое фэнтези
164769;Весна незнаемая. Книга 2: Перекресток зимы и лета;Электронный текст;Елизавета Дворецкая;Дворецкая Елизавета Алексеевна;16;19.04.2016 9:46;49.9;1;;501263519;;#историческое фэнтези
44081965;Веста;Электронный текст;Вероника Мелан;Мелан Вероника;18;16.07.2020 11:46;179;6;;2231839516;;#любовно-фантастические романы# остросюжетные любовные романы
8633670;Весь курс начальной школы в схемах и таблицах;PDF-книга;Е. В. Безкоровайная;Безкоровайная Елена Викторовна;0;08.09.2016 10:15;99.9;3;;595901588;;#английский язык# иностранные языки# математика# русский язык# справочная литература# учебная литература# языкознание
303612;Весь мир театр;Электронный текст;Борис Акунин;Акунин Борис;16;19.11.2015 9:48;99;7;;395098343;;#исторические детективы
9318725;Весёлая математика;PDF-книга;Андрей Усачев;Усачев Андрей Алексеевич;6;17.12.2015 11:01;69.9;1;;412150875;;#детские стихи# математика# учебная литература
8630641;Весёлые рассказы для детей (сборник);Электронный текст;Михаил Зощенко;Зощенко Михаил Михайлович;6;17.09.2015 9:15;39.9;2;;363663572;;#детская проза# детские приключения
6883990;Весёлые страницы. Юмористическая хрестоматия;Аудиокнига;Коллектив авторов;Коллектив авторов;12;18.06.2014 9:28;80;1;;197376044;;#юмористическая проза
27627065;Ветана. Дар жизни;Электронный текст;Галина Гончарова;Гончарова Галина Дмитриевна;16;16.10.2018 13:39;149;11;;1237610943;;#книги про волшебников# любовное фэнтези
37570464;Ветана. Дар исцеления;Электронный текст;Галина Гончарова;Гончарова Галина Дмитриевна;16;20.10.2018 10:51;176;10;;1244665218;;#книги про волшебников# любовное фэнтези
31541397;Ветана. Дар смерти;Электронный текст;Галина Гончарова;Гончарова Галина Дмитриевна;16;22.10.2018 13:39;176;10;;1248221994;;#книги про волшебников# любовное фэнтези
137143;Ветер;Электронный текст;Рэй Брэдбери;Брэдбери Рэй Дуглас;12;25.08.2016 9:58;44833;1;;588074408;;#зарубежное фэнтези# мистика
611815;Ветер в ивах;Аудиокнига;Кеннет Грэм;Грэм Кеннет;6;20.01.2015 8:55;116;5;;278727470;;#зарубежные детские книги# сказки
6444643;Ветер влюбленных;Электронный текст;Елена Габова;Габова Елена Васильевна;12;02.11.2016 13:05;59.9;1;;629062576;;#детская проза# книги для подростков
31382822;Ветер на пороге;Электронный текст;Мадлен Л`Энгл;Л`Энгл Мадлен;12;04.05.2018 13:25;199;1;;1069674002;;#детская фантастика# детские приключения# зарубежные детские книги# книги для подростков
28327804;Ветер подскажет имя;Электронный текст;Юлия Климова;Климова Юлия Владимировна;16;07.07.2020 14:06;99.9;1;;2221919038;;#легкая проза# современные любовные романы
17194642;Ветра времени;Электронный текст;Мария Данилова;Данилова Мария;16;17.01.2018 13:16;160;1;;969453918;;#городское фэнтези# историческая фантастика# историческое фэнтези# книги о приключениях# любовное фэнтези# русское фэнтези# современные детективы# современные любовные романы# юмор и сатира
6689025;Ветры, ангелы и люди;Электронный текст;Макс Фрай;Фрай Макс ;12;09.07.2014 12:21;109.9;1;;203351387;;#городское фэнтези# юмористическое фэнтези
4887850;Вечер в вишнёвом саду (сборник);Электронный текст;Ирина Муравьева;Муравьева Ирина Лазаревна;12;15.07.2014 12:00;109.9;0;;204696887;;#современная русская литература
17181749;Вечер неудач;PDF-книга;Рейчел Рене Рассел;Рассел Рейчел Рене;12;13.10.2016 9:56;164;1;;617173751;;#зарубежные детские книги# книги для подростков# комиксы / манга
171959;Вечера на хуторе близ Диканьки;Электронный текст;Николай Гоголь;Гоголь Николай Васильевич;12;22.09.2018 20:51;0;1;;1198663432;;#литература 19 века# русская классика# список школьной литературы 5-6 класс
33854512;Вечная жизнь Лизы К.;Электронный текст;Марина Вишневецкая;Вишневецкая Марина Артуровна;16;06.06.2018 15:18;199;3;;1096811129;;#современная русская литература
182651;Вечная загадка Лили Брик;Электронный текст;Евгения Грановская;Грановская Евгения;0;09.01.2017 10:17;59.9;2;;675620341;;#современные детективы
624485;Вечная молодость графини;Электронный текст;Екатерина Лесина;Лесина Екатерина;0;14.06.2017 9:05;69.9;1;;806746619;;#современные детективы
157133;Вечная молодость с аукциона;Электронный текст;Татьяна Гармаш-Роффе;Гармаш-Роффе Татьяна Владимировна;16;26.06.2020 10:30;89.9;2;;2209136356;;#современные детективы
143464;Вечная ночь;Электронный текст;Полина Дашкова;Дашкова Полина Викторовна;16;24.02.2015 19:18;79.99;13;;293833957;;#полицейские детективы# современные детективы
21595330;Вечно уставший. Как справиться с синдромом хронической усталости;Электронный текст;Джейкоб Тейтельбаум;Тейтельбаум Джейкоб;12;20.09.2017 14:22;279.3;11;;872231915;;#здоровье# личная эффективность
3460105;Вечное сердце;Электронный текст;Евгения Михайлова;Михайлова Евгения;16;22.04.2017 16:58;129;9;;756368771;;#современные детективы
34327761;Вечнозеленый Любочкин;Электронный текст;Мария Метлицкая;Метлицкая Мария;16;31.07.2019 14:48;39.9;1;;1749756671;;#легкая проза
42671123;Вечный дозор;Электронный текст;Сергей Лукьяненко;Лукьяненко Сергей;16;23.09.2019 1:46;0;3;;1827837760;;#боевое фэнтези# городское фэнтези
9360164;Вечный запах флоксов (сборник);Электронный текст;Мария Метлицкая;Метлицкая Мария;16;05.05.2015 9:12;139;8;;316681976;;#современная русская литература
175014;Вечный муж;Электронный текст;Федор Достоевский;Достоевский Федор Михайлович;12;06.06.2017 5:17;0;2;;800073377;;#литература 19 века# русская классика
120361;Вечный. Восставший из пепла;Электронный текст;Роман Злотников;Злотников Роман Валерьевич;12;19.02.2016 13:50;129;3;;457990454;;#боевая фантастика# героическая фантастика# космическая фантастика
120362;Вечный. И пришел многоликий…;Электронный текст;Роман Злотников;Злотников Роман Валерьевич;12;19.02.2016 13:50;129;4;;457990160;;#боевая фантастика# героическая фантастика# космическая фантастика
123458;Вечный. Последний рейд;Электронный текст;Роман Злотников;Злотников Роман Валерьевич;12;19.02.2016 13:50;129;4;;457990083;;#боевая фантастика# героическая фантастика# космическая фантастика
120360;Вечный. Шпаги над звездами;Электронный текст;Роман Злотников;Злотников Роман Валерьевич;12;19.02.2016 13:50;129;3;;457990489;;#боевая фантастика# героическая фантастика# космическая фантастика
5815347;Взгляд;Электронный текст;Клэр Мерле;Мерле Клэр;12;03.04.2014 9:34;79.99;0;;176625678;;#зарубежная фантастика# социальная фантастика
4567790;Взлет начинается с падения. Ваш шанс стать успешным, богатым, счастливым;Электронный текст;Анатолий Некрасов;Некрасов Анатолий Александрович;16;17.07.2014 11:25;44.95;0;;205358079;;#практическая психология# саморазвитие / личностный рост
17206668;Взлом креатива;Электронный текст;Майкл Микалко;Микалко Майкл;16;21.04.2016 13:36;349;11;;502798483;;#креатив / идеи# личная эффективность# саморазвитие / личностный рост
8205606;Взлом маркетинга. Наука о том, почему мы покупаем;Электронный текст;Фил Барден;Барден Фил;16;11.01.2016 10:15;349;19;;428716738;;#брендинг# зарубежная деловая литература# привлечение клиентов# стратегия маркетинга# техника продаж# управление продажами
17231197;Взломать Зону. Новый рассвет;Электронный текст;Юрий Уленгов;Уленгов Юрий;16;07.11.2016 17:36;149;1;;632187467;;#боевая фантастика
25013718;Взрослые игры. Секреты удовольствия и счастья в совместной жизни;Электронный текст;Ирина Чеснова;Чеснова Ирина Евгеньевна;16;21.02.2018 13:08;176;1;;1005724557;;#практическая психология# саморазвитие / личностный рост# семейная психология
6085406;Взрослые люди (сборник);Электронный текст;Денис Драгунский;Драгунский Денис Викторович;16;25.04.2015 11:29;164;0;;313949706;;#современная русская литература
25745355;Взять живым мёртвого;Электронный текст;Андрей Белянин;Белянин Андрей Олегович;16;09.10.2017 16:40;189;10;;885413206;;#героическое фэнтези# детективное фэнтези# попаданцы# русское фэнтези# юмористическое фэнтези
182956;Вива бокс!;Электронный текст;Аман Атилов;Атилов Аман;18;25.01.2018 11:22;44.95;1;;978452571;;#спорт / фитнес
8912637;Вид с метромоста (сборник);Электронный текст;Денис Драгунский;Драгунский Денис Викторович;16;25.04.2015 11:29;299;0;;313949616;;#современная русская литература
126828;Видоизмененный углерод;Электронный текст;Ричард Морган;Морган Ричард Кингсли;18;13.04.2018 9:56;249;7;;1051883822;;#боевая фантастика# детективная фантастика# зарубежная фантастика# киберпанк# научная фантастика
14653205;Визитка с того света;Электронный текст;Марина Серова;Серова Марина Сергеевна;16;02.11.2017 12:31;99.9;2;;902639585;;#современные детективы
168995;Визиты: Осенние визиты. Спектр. Кредо;Электронный текст;Сергей Лукьяненко;Лукьяненко Сергей;16;26.08.2015 14:36;164;8;;351994109;;#детективная фантастика# научная фантастика
6495488;Визуальный молоток. Как образы побеждают тысячи слов;Электронный текст;Лаура Райс;Райс Лаура;12;03.12.2014 10:11;99;0;;255113283;;#зарубежная деловая литература# привлечение клиентов
6525198;Вий (сборник);Электронный текст;Николай Гоголь;Гоголь Николай Васильевич;16;30.03.2014 13:58;69.9;3;;175654828;;#литература 19 века# мистика
9066115;Вий (сборник);Электронный текст;Николай Гоголь;Гоголь Николай Васильевич;16;31.10.2015 12:16;80;1;;385146211;;#литература 19 века# русская классика
2469865;Викинг;Аудиокнига;Александр Мазин;Мазин Александр Владимирович;12;24.04.2014 15:35;0;0;;181855293;;#историческая фантастика# попаданцы
2469865;Викинг;Аудиокнига;Александр Мазин;Мазин Александр Владимирович;12;24.04.2014 15:35;0;0;;181855283;;#историческая фантастика# попаданцы
2469865;Викинг;Аудиокнига;Александр Мазин;Мазин Александр Владимирович;12;24.04.2014 15:35;0;0;;181855273;;#историческая фантастика# попаданцы
2469865;Викинг;Аудиокнига;Александр Мазин;Мазин Александр Владимирович;12;24.04.2014 15:35;0;0;;181855313;;#историческая фантастика# попаданцы
2469865;Викинг;Аудиокнига;Александр Мазин;Мазин Александр Владимирович;12;24.04.2014 15:35;0;0;;181855308;;#историческая фантастика# попаданцы
2469865;Викинг;Аудиокнига;Александр Мазин;Мазин Александр Владимирович;12;24.04.2014 15:35;0;0;;181855298;;#историческая фантастика# попаданцы
2469865;Викинг;Аудиокнига;Александр Мазин;Мазин Александр Владимирович;12;24.04.2014 15:35;0;0;;181855288;;#историческая фантастика# попаданцы
2469865;Викинг;Аудиокнига;Александр Мазин;Мазин Александр Владимирович;12;24.04.2014 15:35;0;0;;181855278;;#историческая фантастика# попаданцы
2469865;Викинг;Аудиокнига;Александр Мазин;Мазин Александр Владимирович;12;24.04.2014 15:35;0;2;;181855268;;#историческая фантастика# попаданцы
2469865;Викинг;Аудиокнига;Александр Мазин;Мазин Александр Владимирович;12;24.04.2014 15:35;0;0;;181855303;;#историческая фантастика# попаданцы
122721;Виконт де Бражелон, или Десять лет спустя. Том 1;Электронный текст;Александр Дюма;Дюма Александр;12;01.06.2017 9:04;0;2;;794932654;;#исторические приключения# литература 19 века
122722;Виконт де Бражелон, или Десять лет спустя. Том 2;Электронный текст;Александр Дюма;Дюма Александр;12;30.06.2017 13:01;0;1;;819141877;;#исторические приключения# литература 19 века
10244736;Виктор Тихонов. Жизнь во имя хоккея;Электронный текст;Татьяна Тихонова;Тихонова Татьяна Васильевна;12;05.09.2015 11:36;319;1;;357192155;;#биографии и мемуары# спорт / фитнес# хоккей
8643848;Вилла «Аркадия»;Электронный текст;Джоджо Мойес;Мойес Джоджо;16;04.01.2015 10:50;119.9;8;;269590072;;#зарубежные любовные романы# современные любовные романы
6539060;Вилла «Утешение»;Аудиокнига;Дина Рубина;Рубина Дина Ильинична;12;09.03.2014 12:02;50;7;;171347293;;#современная русская литература
21562591;Вилы;Электронный текст;Алексей Иванов;Иванов Алексей Викторович;16;09.12.2016 8:39;299;8;;653840591;;#документальная литература# история России
64609006;Вина Зверя;Электронный текст;Ольга Аро;Аро Ольга;16;23.07.2021 11:25;110;1;;2586252106;;#любовное фэнтези
128048;Вино из одуванчиков;Электронный текст;Рэй Брэдбери;Брэдбери Рэй Дуглас;16;28.01.2014 16:27;89.9;25;13.02.2019 0:18;164450729;;#зарубежная фантастика# литература 20 века
128048;Вино из одуванчиков;Электронный текст;Рэй Брэдбери;Брэдбери Рэй Дуглас;16;09.08.2016 11:33;119;25;14.10.2019 0:28;579077285;;#зарубежная фантастика# литература 20 века
6184362;Виноваты звезды;Электронный текст;Джон Грин;Грин Джон;16;27.05.2014 11:20;119.9;8;;190602412;;#зарубежные любовные романы
6184362;Виноваты звезды;Электронный текст;Джон Грин;Грин Джон;16;29.04.2014 13:01;119.9;10;;183562646;;#зарубежные любовные романы
6086208;Виновный;Электронный текст;Лайза Баллантайн;Баллантайн Лайза;16;07.05.2014 9:27;99.9;1;;185754245;;#зарубежные детективы# современные детективы
8011317;Виолетта. Жила-была… лич;Электронный текст;Елена Кароль;Кароль Елена;16;16.08.2016 12:05;99.9;4;;583312606;;#любовное фэнтези
62780232;Вираж судьбы;Электронный текст;Юлия Знаменская;Знаменская Юлия;16;05.10.2021 9:43;119;1;;2645733073;;#современная русская литература
5468133;Виражи чужого мира;Электронный текст;Вера Чиркова;Чиркова Вера Андреевна;12;19.05.2014 13:15;59.9;5;;188734124;;#любовное фэнтези# попаданцы# юмористическое фэнтези
11130591;Виртуозные команды. Команды, которые изменили мир;Электронный текст;Билл Фишер;Фишер Билл;12;03.09.2015 9:03;499;2;;356013283;;#управление персоналом
6652110;Вирус «Reamde»;Электронный текст;Нил Стивенсон;Стивенсон Нил Таун;16;11.10.2016 8:57;349;3;;615809056;;#зарубежная фантастика# киберпанк# научная фантастика# социальная фантастика
21231136;Вирус Зоны. Кочевница;Электронный текст;Дмитрий Лазарев;Лазарев Дмитрий Владимирович;16;05.12.2016 9:50;149;2;;650877029;;#боевая фантастика
589805;Вирус ненависти;Электронный текст;Татьяна Алюшина;Алюшина Татьяна Александровна;18;04.01.2017 11:13;69.9;3;;672033380;;#современные любовные романы
4236735;Виски: История вкуса;Электронный текст;Игорь Мальцев;Мальцев Игорь;0;02.08.2014 13:05;249;0;;211580787;;#просто о бизнесе# прочая образовательная литература
30091960;Високосный февраль;Электронный текст;Мария Метлицкая;Метлицкая Мария;16;07.08.2018 11:58;69.9;5;;1150151461;;#легкая проза
138260;Вихри волшебства;Электронный текст;Диана Уинн Джонс;Джонс Диана Уинн;12;11.03.2014 10:28;79.99;1;;171658367;;#героическое фэнтези# детская фантастика# зарубежное фэнтези# зарубежные детские книги# сказки
172106;Вишневый сад;Электронный текст;Антон Чехов;Чехов Антон Павлович;12;24.09.2018 20:49;0;1;;1201900916;;#литература 20 века# пьесы и драматургия# русская классика# список школьной литературы 10-11 класс
10747262;Включаем обаяние по методике спецслужб;Электронный текст;Джек Шафер;Шафер Джек ;16;22.08.2015 13:04;349;25;21.12.2019 0:20;350079158;;#зарубежная психология# саморазвитие / личностный рост# социальная психология
119797;Вкус ледяного поцелуя;Электронный текст;Татьяна Полякова;Полякова Татьяна Викторовна;0;21.10.2015 9:10;79.9;17;;380384551;;#остросюжетные любовные романы# современные детективы
3091055;Вкус счастья;Электронный текст;Нора Робертс;Робертс Нора;18;19.02.2016 9:07;79.99;1;;457836713;;#зарубежные любовные романы# современные любовные романы
26558036;Вкусный кусочек счастья. Дневник толстой девочки, которая мечтала похудеть;Электронный текст;Энди Митчелл;Митчелл Энди;12;11.12.2017 11:20;299;3;;933099413;;#похудение и диеты# саморазвитие / личностный рост
6352068;Влада и заговор Тьмы;Электронный текст;Саша Готти;Готти Саша;12;23.09.2016 10:35;129;1;;604735728;;#городское фэнтези# детская фантастика# книги про вампиров# книги про волшебников
8220753;Влада и маг-убийца;Электронный текст;Саша Готти;Готти Саша;12;20.09.2018 18:43;0;0;;1195716442;;#городское фэнтези# детская фантастика# книги про вампиров# книги про волшебников
8220753;Влада и маг-убийца;Электронный текст;Саша Готти;Готти Саша;12;07.09.2016 17:46;139;2;;595561269;;#городское фэнтези# детская фантастика# книги про вампиров# книги про волшебников
8739352;Влада и месть вампира;Электронный текст;Саша Готти;Готти Саша;12;14.09.2016 9:12;139;1;;599450192;;#городское фэнтези# детская фантастика# книги про вампиров# книги про волшебников
11614824;Влада и война призраков;Электронный текст;Саша Готти;Готти Саша;12;23.09.2016 10:35;139;1;;604735847;;#городское фэнтези# книги для подростков# книги про вампиров
34330434;Владелец моего тела;Электронный текст;Стелла Грей;Грей Стелла;18;26.06.2018 14:58;99.9;8;;1113571121;;#остросюжетные любовные романы# современные любовные романы# эротические романы
434595;Владимир Путин. Продолжение следует;Электронный текст;Рой Медведев;Медведев Рой Александрович;16;11.07.2014 10:56;59.9;0;;203892480;;#публицистика
3938865;Владыка времени;Электронный текст;Екатерина Неволина;Неволина Екатерина Александровна;0;08.07.2014 16:09;59.9;1;;203091679;;#детская фантастика# детские приключения# книги про волшебников
122546;Владычица Озера;Электронный текст;Анджей Сапковский;Сапковский Анджей;16;24.03.2016 9:23;149;8;;483221001;;#боевое фэнтези# героическое фэнтези# зарубежное фэнтези# книги про волшебников
11156060;Власть;Электронный текст;Николай Стариков;Стариков Николай Викторович;16;20.11.2015 11:59;225;3;;396061677;;#политология# публицистика
28731398;Власть любви. Академия сиятельных;Электронный текст;Настя Любимка;Любимка Настя;16;27.04.2018 12:18;149;5;;1064112850;;#героическое фэнтези# книги про волшебников# любовное фэнтези# магические академии
4561841;Власть меча;Электронный текст;Уилбур Смит;Смит Уилбур;12;09.06.2016 11:03;176;1;;538482368;;#зарубежные приключения# исторические приключения
118971;Власть несбывшегося (сборник);Электронный текст;Макс Фрай;Фрай Макс ;16;14.12.2016 9:21;199;8;;657442661;;#городское фэнтези# детективное фэнтези# книги про волшебников
6611901;Власть, влияние и политика в организациях;Электронный текст;Джеффри Пфеффер;Пфеффер Джеффри;12;22.04.2014 10:36;349;0;;181170404;;#зарубежная деловая литература# менеджмент и кадры# привлечение клиентов
8206526;Влечение;Электронный текст;Филип Жисе;Жисе Филип;16;21.10.2015 9:09;60;1;;380384152;;#любовное фэнтези
27422704;Влюбиться в главного героя (сборник);Электронный текст;Наталья Косухина;Косухина Наталья Викторовна;16;09.09.2020 9:21;179;3;;2287953770;;#любовное фэнтези
658675;Влюбиться в лучшего друга;Электронный текст;Галина Куликова;Куликова Галина Михайловна;18;10.10.2020 11:18;129;1;;2316910307;;#современные любовные романы
429862;Влюбленные безумны;Электронный текст;Наталья Андреева;Андреева Наталья Вячеславовна;16;18.01.2016 10:05;79.99;3;;433694985;;#исторические детективы# современные детективы
8346809;Влюбленные в Лондоне. Хлоя Марр (сборник);Электронный текст;Алан Александр Милн;Милн Алан Александр;12;01.09.2015 9:29;129.9;0;;354691572;;#зарубежная классика# литература 20 века
6981746;Влюбленный призрак;Электронный текст;Марина Ефимова;Ефимова Марина Владимировна;16;25.03.2020 9:53;139;1;;2074499139;;#любовное фэнтези# мистика
17212510;Вместо MBA. Полезные советы от легендарных менеджеров;Электронный текст;Сюзи Уэлч;Уэлч Сюзи;12;22.03.2016 16:40;349;1;;482095272;;#MBA# зарубежная деловая литература# лидерство# менеджмент и кадры# просто о бизнесе# советы от гуру# управление бизнесом
6991842;Вне времени, вне игры;Электронный текст;Анна и Сергей Литвиновы;Литвиновы Анна и Сергей;16;25.07.2014 9:20;39.9;6;;208125397;;#современные детективы
12616909;Вне закона;Электронный текст;Андрей Круз;Круз Андрей;16;11.09.2017 15:37;149;1;;865608729;;#боевая фантастика# попаданцы
58973614;Вне отбора: алые небеса;Электронный текст;Екатерина Романова;Романова Екатерина;16;02.12.2020 9:27;149;1;;2367774322;;#любовное фэнтези# юмористическое фэнтези
51835783;Вне спектра, или Остаться собой;Электронный текст;Наталья Мазуркевич;Мазуркевич Наталья Витальевна;16;28.07.2020 11:48;249;2;;2243945905;;#любовное фэнтези
118387;Внеклассное чтение;Электронный текст;Борис Акунин;Акунин Борис;16;26.09.2016 11:00;129;7;;606424142;;#исторические детективы
6714137;Внесите тела;Электронный текст;Хилари Мантел;Мантел Хилари;16;04.06.2014 13:36;109.9;1;;193123862;;#историческая литература# современная зарубежная литература
23032268;Внизу наш дом;Электронный текст;Сергей Калашников;Калашников Сергей Александрович;16;29.09.2018 11:18;149;2;;1209155751;;#историческая фантастика
171244;Внимание! Вы забыли набрать цифру «два»...;Электронный текст;Григорий Горин;Горин Григорий Израилевич;0;06.09.2016 9:07;36404;1;;594513821;;#юмористическая проза
8083642;Внутренний порок;Электронный текст;Томас Пинчон;Пинчон Томас Рагглз;18;26.12.2017 12:31;176;1;;946758607;;#контркультура# современная зарубежная литература
9756658;Внутри женщины. Откровенные истории о женских судьбах, желаниях и чувствах;Электронный текст;Тамрико Шоли;Шоли Тамрико ;18;29.12.2017 11:46;91.25;5;;949680502;;#истории из жизни# публицистика
47453330;Внутри убийцы;Электронный текст;Майк Омер;Омер Майк;16;01.06.2020 9:05;174.5;25;27.04.2021 0:12;2185640079;;#зарубежные детективы# полицейские детективы# современные детективы# триллеры
47453330;Внутри убийцы;Электронный текст;Майк Омер;Омер Майк;16;27.04.2021 9:03;237.3;13;;2514116635;;#зарубежные детективы# полицейские детективы# современные детективы# триллеры
22098642;Внучка бабушки француженки;Электронный текст;Лариса Яковенко;Яковенко Лариса;16;13.12.2016 9:01;99.9;1;;656712010;;#иронические детективы# книги о приключениях# современные детективы
2827535;Внучка бабы Яги;Электронный текст;Татьяна Коростышевская;Коростышевская Татьяна Георгиевна;16;17.06.2014 10:25;59.9;13;;197046107;;#героическое фэнтези# любовное фэнтези# русское фэнтези# юмористическое фэнтези
16845653;Внучка берендеева в чародейской академии;Электронный текст;Карина Демина;Демина Карина;16;10.05.2016 9:17;119;9;;517539246;;#детективное фэнтези# любовное фэнтези# магические академии# русское фэнтези# юмористическое фэнтези
35479871;Внучка берендеева. Летняя практика;Электронный текст;Карина Демина;Демина Карина;16;22.09.2018 14:09;176;6;;1198178202;;#детективное фэнтези# любовное фэнтези# магические академии# русское фэнтези# юмористическое фэнтези
23813276;Внучка берендеева. Третий лишний;Электронный текст;Карина Демина;Демина Карина;16;29.10.2018 14:35;149;4;;1260231020;;#детективное фэнтези# любовное фэнтези# магические академии# русское фэнтези# юмористическое фэнтези
18564708;Во власти демонов;Электронный текст;Мария Боталова;Боталова Мария;16;22.05.2018 9:58;149;5;;1083619159;;#любовное фэнтези# попаданцы
25456655;Во имя Гуччи. Мемуары дочери;Электронный текст;Патрисия Гуччи;Гуччи Патрисия;16;14.08.2018 15:15;199;2;;1157016747;;#биографии и мемуары# документальная литература# зарубежная публицистика
649065;Во мрак;Электронный текст;Андрей Дьяков;Дьяков Андрей Геннадьевич;16;29.01.2014 17:36;89.9;1;;164632807;;#боевая фантастика
8670759;Во мраке сверкающих звезд;Электронный текст;Евгения Михайлова;Михайлова Евгения;16;02.04.2015 17:13;99.9;5;;306891799;;#современные детективы
8639364;Вовлекай и властвуй. Игровое мышление на службе бизнеса;Электронный текст;Дэн Хантер;Хантер Дэн;12;05.02.2015 9:22;299;0;;285533557;;#зарубежная деловая литература# менеджмент и кадры# управление персоналом
6496618;Вода живая: 300 капель мудрости. Сборник лучших христианских притч;Электронный текст;;;12;20.02.2017 11:02;180;3;;704692755;;#религиозные тексты
16899028;Водоворот любви;Электронный текст;Ольга Маслюкова;Маслюкова Ольга Ивановна;16;13.02.2016 10:19;59.9;2;;453100625;;#современные любовные романы
168375;Водоворот чужих желаний;Электронный текст;Елена Михалкова;Михалкова Елена Ивановна;16;15.07.2014 11:59;69.9;17;;204696772;;#современные детективы
132313;Водосток;Электронный текст;Рэй Брэдбери;Брэдбери Рэй Дуглас;12;25.08.2016 9:59;19.99;1;;588074528;;#зарубежное фэнтези# мистика
18112331;Водяной нож;Электронный текст;Паоло Бачигалупи;Бачигалупи Паоло;16;04.01.2017 11:55;176;1;;672058038;;#зарубежная фантастика# зарубежные детективы# крутой детектив# научная фантастика
8951482;Военная наука – наука побеждать (сборник);Электронный текст;Александр Васильевич Суворов;Суворов Александр Васильевич;6;27.02.2015 9:07;49.9;0;;294750905;;#биографии и мемуары# военное дело / спецслужбы# общая история
9010120;Военное дело индейцев Дикого Запада. Самая полная энциклопедия;Электронный текст;Юрий Стукалин;Стукалин Юрий Викторович;16;27.02.2015 9:08;369;0;;294750950;;#общая история# энциклопедии
